"一工路","Yigong Rd."
"華城路一段","Sec. 1, Huacheng Rd."
"華城路二段","Sec. 2, Huacheng Rd."
"華映路","Huaying Rd."
"華美一街","Huamei 1st St."
"華美一路","Huamei 1st Rd."
"華美七街","Huamei 7th St."
"華美二街","Huamei 2nd St."
"華美三路","Huamei 3rd Rd."
"華美西街一段","Sec. 1, Huamei W. St."
"華美西街二段","Sec. 2, Huamei W. St."
"華美街","Huamei St."
"華美街二段","Sec. 2, Huamei St."
"華美路","Huamei Rd."
"華夏一村","Huasia 1st Vil."
"華夏一村市場","Market, Huasia 1st Vil."
"華夏二村","Huasia 2nd Vil."
"華夏巷西一弄","W. 1st Aly., Huasia Ln."
"華夏巷西二弄","W. 2nd Aly., Huasia Ln."
"華夏巷西三弄","W. 3rd Aly., Huasia Ln."
"華夏巷西五弄","W. 5th Aly., Huasia Ln."
"華夏巷西六弄","W. 6th Aly., Huasia Ln."
"華夏巷西四弄","W. 4th Aly., Huasia Ln."
"華夏巷東一弄","E. 1st Aly., Huasia Ln."
"華夏巷東二弄","E. 2nd Aly., Huasia Ln."
"華夏巷東三弄","E. 3rd Aly., Huasia Ln."
"華夏巷東五弄","E. 5th Aly., Huasia Ln."
"華夏巷東六弄","E. 6th Aly., Huasia Ln."
"華夏巷東四弄","E. 4th Aly., Huasia Ln."
"華夏新村","Huasia New Village"
"華夏路","Huasia Rd."
"華峰一街","Huafong 1st St."
"華峰二街","Huafong 2nd St."
"華峰三街","Huafong 3rd St."
"華泰一街","Huatai 1st St."
"華泰二街","Huatai 2nd St."
"華泰三街","Huatai 3rd St."
"華泰五街","Huatai 5th St."
"華泰西街","Huatai W. St."
"華泰東街","Huatai E. St."
"華泰街","Huatai St."
"華泰路","Huatai Rd."
"華偉街","Huawei St."
"華國街","Huaguo St."
"華國新村","Huaguo New Village"
"華崗","Huagang"
"華崗路","Huagang Rd."
"華康街","Huakang St."
"華梵路","Huafan Rd."
"華清街","Huacing St."
"華盛一街","Huasheng 1st St."
"華盛二街","Huasheng 2nd St."
"華盛三街","Huasheng 3rd St."
"華盛巷","Huasheng Ln."
"華盛街","Huasheng St."
"華祥一街","Huasiang 1st St."
"華祥二街","Huasiang 2nd St."
"華祥三街","Huasiang 3rd St."
"華祥路","Huasiang Rd."
"華陰街","Huayin St."
"華鹿","Hualu"
"華勛街","Huasyun St."
"華勝路","Huasheng Rd."
"華富山","Huafushan"
"華富街","Huafu St."
"華富路","Huafu Rd."
"華貴街","Huaguei St."
"華貴路","Huaguei Rd."
"華陽巷","Huayang Ln."
"華陽街","Huayang St."
"華陽新村","Huayang New Village"
"華陽路","Huayang Rd."
"華隆街","Hualong St."
"華順街","Huashun St."
"華園","Huayuan"
"華園一路","Huayuan 1st Rd."
"華園二路","Huayuan 2nd Rd."
"華園莊","Huayuan Vil."
"華園街","Huayuan St."
"華園路","Huayuan Rd."
"華廈街","Huasia St."
"華愛一街","Hua'ai 1st St."
"華愛街","Hua'ai St."
"華新一路","Huasin 1st Rd."
"華新二路","Huasin 2nd Rd."
"華新街","Huasin St."
"華新路","Huasin Rd."
"華寧路","Huaning Rd."
"華榮一街","Huarong 1st St."
"華榮二街","Huarong 2nd St."
"華榮三街","Huarong 3rd St."
"華榮街","Huarong St."
"華榮路","Huarong Rd."
"華福街","Huafu St."
"華綠溪","Hualyusi"
"華德街","Huade St."
"華德福街","Huadefu St."
"華潭街","Huatan St."
"華興","Huasing"
"華興一街","Huasing 1st St."
"華興七街","Huasing 7th St."
"華興二街","Huasing 2nd St."
"華興三街","Huasing 3rd St."
"華興五街","Huasing 5th St."
"華興六街","Huasing 6th St."
"華興四街","Huasing 4th St."
"華興巷","Huasing Ln."
"華興街","Huasing St."
"華興路","Huasing Rd."
"華興路一段","Sec. 1, Huasing Rd."
"華興路二段","Sec. 2, Huasing Rd."
"華錦路","Huajin Rd."
"華龍巷","Hualong Ln."
"華聲街","Huasheng St."
"華豐一街","Huafong 1st St."
"華豐三街","Huafong 3rd St."
"華豐五街","Huafong 5th St."
"華豐街","Huafong St."
"華豐街三村巷","Sancun Ln., Huafong St."
"華齡街","Hualing St."
"華巖街","Huayan St."
"菸廠西巷","Yanchang W. Ln."
"菸廠東巷","Yanchang E. Ln."
"菸廠路","Yanchang Rd."
"萃豐路","Cueifong Rd."
"萊衣街","Laiyi St."
"萊坑","Laikeng"
"萊﻿芉寮","Laiganliao"
"萊園路","Laiyuan Rd."
"蛤里味","Geliwei"
"衆和巷","Zhonghe Ln."
"街仔頭","Jiezaitou"
"街尾里竹圍巷","Zhuwei Ln., Jiewei Vil."
"街頂巷","Jieding Ln."
"詒福街","Yifu St."
"詔安","Zhao'an"
"詔安里竹圍巷","Zhuwei Ln., Zhao'an Vil."
"詔安巷","Zhao'an Ln."
"詔安厝","Zhao'ancuo"
"詔安街","Zhao'an St."
"詔安寮","Zhao'anliao"
"象山","Siangshan"
"象山路","Siangshan Rd."
"象鼻","Siangbi"
"象鼻路","Siangbi Rd."
"貴人路","Gueiren Rd."
"貴子路","Gueizih Rd."
"貴山街","Gueishan St."
"貴州二街","Gueizhou 2nd St."
"貴州三街","Gueizhou 3rd St."
"貴州四街","Gueizhou 4th St."
"貴州街","Gueizhou St."
"貴和街","Gueihe St."
"貴林一路","Gueilin 1st Rd."
"貴林二路","Gueilin 2nd Rd."
"貴林路一段","Sec. 1, Gueilin Rd."
"貴林路二段","Sec. 2, Gueilin Rd."
"貴舍","Gueishe"
"貴南街","Gueinan St."
"貴品居","Gueipinjyu"
"貴富街","Gueifu St."
"貴陽街","Gueiyang St."
"貴陽街一段","Sec. 1, Gueiyang St."
"貴陽街二段","Sec. 2, Gueiyang St."
"貴鳳街","Gueifong St."
"貴德街","Gueide St."
"貴興路","Gueising Rd."
"貿一路","Mao 1st Rd."
"貿三路","Mao 3rd Rd."
"貿中街","Maozhong St."
"貿五路","Mao 5th Rd."
"貿北路","Maobei Rd."
"貿西路","Maosi Rd."
"貿易十村","Maoyi 10th Vil."
"貿東路","Maodong Rd."
"貿商街","Maoshang St."
"賀老寮","Helaoliao"
"超峰街","Chaofong St."
"跋邊路","Babian Rd."
"進士路","Jinshih Rd."
"進元路","Jinyuan Rd."
"進化北路","Jinhua N. Rd."
"進化巷","Jinhua Ln."
"進化街","Jinhua St."
"進化路","Jinhua Rd."
"進安街","Jin'an St."
"進安路","Jin'an Rd."
"進利一路","Jinli 1st Rd."
"進利二路","Jinli 2nd Rd."
"進利三路","Jinli 3rd Rd."
"進利五路","Jinli 5th Rd."
"進利路","Jinli Rd."
"進村巷","Jincun Ln."
"進修街","Jinsiou St."
"進高路","Jingao Rd."
"進偉一路","Jinwei 1st Rd."
"進偉二路","Jinwei 2nd Rd."
"進偉三路","Jinwei 3rd Rd."
"進偉五路","Jinwei 5th Rd."
"進偉六路","Jinwei 6th Rd."
"進偉路","Jinwei Rd."
"進源街","Jinyuan St."
"進福路","Jinfu Rd."
"進德一街","Jinde 1st St."
"進德二街","Jinde 2nd St."
"進德北路","Jinde N. Rd."
"進德街","Jinde St."
"進德路","Jinde Rd."
"進樂路","Jinle Rd."
"進賢路","Jinsian Rd."
"進學一街","Jinsyue 1st St."
"進學二街","Jinsyue 2nd St."
"進學三街","Jinsyue 3rd St."
"進學街","Jinsyue St."
"進學路","Jinsyue Rd."
"進學路必忠巷","Bizhong Ln., Jinsyue Rd."
"進學路國小巷","Guosiao Ln., Jinsyue Rd."
"進興","Jinsing"
"進興一路","Jinsing 1st Rd."
"進興二路","Jinsing 2nd Rd."
"進興巷","Jinsing Ln."
"進興街","Jinsing St."
"進興路","Jinsing Rd."
"進豐街","Jinfong St."
"逸仙路","Yisian Rd."
"逸林街","Yilin St."
"逸境新村","Yijing New Village"
"郵局街","Youjyu St."
"郵政街","Youzheng St."
"郵政路","Youzheng Rd."
"郵電街","Youdian St."
"鄉友街","Siangyou St."
"鄉村世界","Siangcun Shihjie"
"鄉林巷","Sianglin Ln."
"鄉長路一段","Sec. 1, Siangzhang Rd."
"鄉長路二段","Sec. 2, Siangzhang Rd."
"鄉界路","Siangjie Rd."
"鄉根一巷","Sianggen 1st Ln."
"鄉根二巷","Sianggen 2nd Ln."
"開山路","Kaishan Rd."
"開元一巷","Kaiyuan 1st Ln."
"開元二巷","Kaiyuan 2nd Ln."
"開元三巷","Kaiyuan 3rd Ln."
"開元后","Kaiyuanhou"
"開元街","Kaiyuan St."
"開元路","Kaiyuan Rd."
"開元路英才巷","Yingcai Ln., Kaiyuan Rd."
"開平路","Kaiping Rd."
"開安一街","Kai'an 1st St."
"開安二街","Kai'an 2nd St."
"開安三街","Kai'an 3rd St."
"開安五街","Kai'an 5th St."
"開安六街","Kai'an 6th St."
"開安四街","Kai'an 4th St."
"開安路","Kai'an Rd."
"開和路","Kaihe Rd."
"開明街","Kaiming St."
"開明路","Kaiming Rd."
"開信巷","Kaisin Ln."
"開信巷久久安","Jioujiou'an, Kaisin Ln."
"開信巷土虱灣","Tushihwan, Kaisin Ln."
"開信巷姑姑山","Gugushan, Kaisin Ln."
"開南一巷","Kainan 1st Ln."
"開南二巷","Kainan 2nd Ln."
"開南三巷","Kainan 3rd Ln."
"開南巷","Kainan Ln."
"開南街","Kainan St."
"開南路","Kainan Rd."
"開封街","Kaifong St."
"開封街一段","Sec. 1, Kaifong St."
"開封街二段","Sec. 2, Kaifong St."
"開封路","Kaifong Rd."
"開原街","Kaiyuan St."
"開高巷","Kaigao Ln."
"開高巷沙里仙","Shalixian, Kaigao Ln."
"開埤巷","Kaipi Ln."
"開發一路","Kaifa 1st Rd."
"開發七路","Kaifa 7th Rd."
"開發二路","Kaifa 2nd Rd."
"開發三路","Kaifa 3rd Rd."
"開發五路","Kaifa 5th Rd."
"開發六路","Kaifa 6th Rd."
"開發四路","Kaifa 4th Rd."
"開發新村","Kaifa New Village"
"開發路","Kaifa Rd."
"開發橋","Kaifa Bridge"
"開隆街","Kailong St."
"開興路","Kaising Rd."
"開羅街","Kailuo St."
"開礦","Kaigong"
"開蘭東路","Kailan E. Rd."
"開蘭路","Kailan Rd."
"開蘭舊路","Kailanjiou Rd."
"閑谷一街","Siangu 1st St."
"閑谷二街","Siangu 2nd St."
"閑谷三街","Siangu 3rd St."
"閑谷街","Siangu St."
"陽光二路","Yangguang 2nd Rd."
"陽光三路","Yangguang 3rd Rd."
"陽光大道","Yangguang Blvd."
"陽光北一路","Yangguang N. 1st Rd."
"陽光南一路","Yangguang S. 1st Rd."
"陽光街","Yangguang St."
"陽住坑","Yangzhukeng"
"陽沙路","Yangsha Rd."
"陽和巷","Yanghe Ln."
"陽明","Yangming"
"陽明一街","Yangming 1st St."
"陽明一路","Yangming 1st Rd."
"陽明七街","Yangming 7th St."
"陽明九街","Yangming 9th St."
"陽明二街","Yangming 2nd St."
"陽明二路","Yangming 2nd Rd."
"陽明八街","Yangming 8th St."
"陽明十一街","Yangming 11th St."
"陽明十二街","Yangming 12th St."
"陽明十街","Yangming 10th St."
"陽明三街","Yangming 3rd St."
"陽明三路","Yangming 3rd Rd."
"陽明五街","Yangming 5th St."
"陽明六街","Yangming 6th St."
"陽明六路","Yangming 6th Rd."
"陽明北路","Yangming N. Rd."
"陽明巷","Yangming Ln."
"陽明街","Yangming St."
"陽明新村","Yangming New Village"
"陽明路","Yangming Rd."
"陽明路一段","Sec. 1, Yangming Rd."
"陽明路二段","Sec. 2, Yangming Rd."
"陽東營區","Yangdong Camp"
"陽東營區忠一路","Yangdong Camp, Zhong 1st Rd."
"陽東營區忠七路","Yangdong Camp, Zhong 7th Rd."
"陽東營區忠二路","Yangdong Camp, Zhong 2nd Rd."
"陽東營區忠三路","Yangdong Camp, Zhong 3rd Rd."
"陽東營區忠五路","Yangdong Camp, Zhong 5th Rd."
"陽東營區忠六路","Yangdong Camp, Zhong 6th Rd."
"陽東營區忠四路","Yangdong Camp, Zhong 4th Rd."
"陽東營區勇一路","Yangdong Camp, Yong 1st Rd."
"陽東營區勇七路","Yangdong Camp, Yong 7th Rd."
"陽東營區勇九路","Yangdong Camp, Yong 9th Rd."
"陽東營區勇二路","Yangdong Camp, Yong 2nd Rd."
"陽東營區勇八路","Yangdong Camp, Yong 8th Rd."
"陽東營區勇三路","Yagdong Camp, Yong 3rd Rd."
"陽東營區勇五路","Yangdong Camp, Yong 5th Rd."
"陽東營區勇六路","Yangdong Camp,Yong 6th Rd."
"陽東營區勇四路","Yangdong Camp, Yong 4th Rd."
"陽翟","Yangzhai"
"陽翟新興社區","Yangzhaisinsing Community"
"陽濟路","Yangji Rd."
"隆山路","Longshan Rd."
"隆生巷","Longsheng Ln."
"隆生路","Longsheng Rd."
"隆生路二段","Sec. 2, Longsheng Rd."
"隆光巷","Longguang Ln."
"隆安路","Long'an Rd."
"隆西街","Longsi St."
"隆昌","Longchang"
"隆昌街","Longchang St."
"隆昌路","Longchang Rd."
"隆林街","Longlin St."
"隆林路","Longlin Rd."
"隆社路","Longshe Rd."
"隆恩街","Long'en St."
"隆恩路","Long'en Rd."
"隆盛路","Longsheng Rd."
"隆頂街","Longding St."
"隆斌街","Longbin St."
"隆智街","Longzhi St."
"隆華路","Longhua Rd."
"隆德街","Longde St."
"隆德新村","Longde New Village"
"隆興","Longsing"
"隆興村崎頭仔","Citouzai, Longsing Vil."
"隆興街","Longsing St."
"隆興路","Longsing Rd."
"隆豐街","Longfong St."
"隆豐路","Longfong Rd."
"隆豐路忠德巷","Zhongde Ln., Longfong Rd."
"隆豐路振昌巷","Zhenchang Ln., Longfong Rd."
"隆豐路維新巷","Weisin Ln., Longfong Rd."
"隆豐路銘昌巷","Mingchang Ln., Longfong Rd."
"隋唐街","Sueitang St."
"雁門路","Yanmen Rd."
"雄峰路","Syongfong Rd."
"雅比斯街","Yabisih St."
"雅安路","Ya'an Rd."
"雅江街","Yajiang St."
"雅竹路","Yazhu Rd."
"雅秀一路","Yasiou 1st Rd."
"雅秀七路","Yasiou 7th Rd."
"雅秀三路","Yasiou 3rd Rd."
"雅秀五路","Yasiou 5th Rd."
"雅秀路","Yasiou Rd."
"雅東巷","Yadong Ln."
"雅楓街","Yafong St."
"雅樂巷","Yale Ln."
"雅潭路","Yatan Rd."
"雅潭路一段","Sec. 1, Yatan Rd."
"雅潭路二段","Sec. 2, Yatan Rd."
"雅潭路三段","Sec. 3, Yatan Rd."
"雅潭路三段東寶巷","Dongbao Ln., Sec. 3, Yatan Rd."
"雅潭路四段","Sec. 4, Yatan Rd."
"雅興街","Yasing St."
"雅環一街","Yahuan 1st St."
"雅環路一段","Sec. 1, Yahuan Rd."
"雅環路二段","Sec. 2, Yahuan Rd."
"雅環路三段","Sec. 3, Yahuan Rd."
"雅環路三段大明一巷","Daming 1st Ln., Sec. 3, Yahuan Rd."
"雅環路三段大明二巷","Daming 2nd Ln., Sec. 3, Yahuan Rd."
"雅環路三段大明三巷","Daming 3rd Ln., Sec. 3, Yahuan Rd."
"雅豐街","Yafong St."
"集山路一段","Sec. 1, Jishan Rd."
"集山路二段","Sec. 2, Jishan Rd."
"集山路三段","Sec. 3, Jishan Rd."
"集中巷","Jizhong Ln."
"集仁街","Jiren St."
"集民街","Jimin St."
"集安路","Ji'an Rd."
"集成巷","Jicheng Ln."
"集成路","Jicheng Rd."
"集里路","Jili Rd."
"集和街","Jihe St."
"集勇街","Jiyong St."
"集美街","Jimei St."
"集英街","Jiying St."
"集英路","Jiying Rd."
"集祥路","Jisiang Rd."
"集連巷","Jilian Ln."
"集鹿南路","Jilu S. Rd."
"集鹿路","Jilu Rd."
"集智街","Jizhi St."
"集集街","Jiji St."
"集義路","Jiyi Rd."
"集福街","Jifu St."
"集慶一路","Jicing 1st Rd."
"集慶七路","Jicing 7th Rd."
"集慶二路","Jicing 2nd Rd."
"集慶八路","Jicing 8th Rd."
"集慶三路","Jicing 3rd Rd."
"集慶五路","Jicing 5th Rd."
"集慶六路","Jicing 6th Rd."
"集賢一路","Jisian 1st Rd."
"集賢二路","Jisian 2nd Rd."
"集賢街","Jisian St."
"集賢路","Jisian Rd."
"雲中街","Yunzhong St."
"雲和街","Yunhe St."
"雲林新村","Yunlin New Village"
"雲林新村一路","1st Rd., Yunlin New Village"
"雲林新村二路","2nd Rd., Yunlin New Village"
"雲林溪攤販區","Vendors Area, Yunlin River"
"雲林路","Yunlin Rd."
"雲林路一段","Sec. 1, Yunlin Rd."
"雲林路二段","Sec. 2, Yunlin Rd."
"雲林路三段","Sec. 3, Yunlin Rd."
"雲長路","Yunchang Rd."
"雲南街","Yunnan St."
"雲南路","Yunnan Rd."
"雲科路一段","Sec. 1, Yunke Rd."
"雲科路二段","Sec. 2, Yunke Rd."
"雲科路三段","Sec. 3, Yunke Rd."
"雲科路四段","Sec. 4, Yunke Rd."
"雲埔路","Yunpu Rd."
"雲鄉路","Yunsiang Rd."
"雲集街","Yunji St."
"雲農倉","Yunnongcang"
"雲農路","Yunnong Rd."
"雲嘉路","Yunjia Rd."
"雲夢街","Yunmeng St."
"雲閩","Yunmin"
"雲廣坑","Yunguangkeng"
"雲橋路","Yunciao Rd."
"雲頭路","Yuntou Rd."
"雲頭路公益巷","Gongyi Ln., Yuntou Rd."
"雲頭路公會巷","Gonghuei Ln., Yuntou Rd."
"雲頭路月光巷","Yueguang Ln., Yuntou Rd."
"雲頭路共和巷","Gonghe Ln., Yuntou Rd."
"順山路","Shunshan Rd."
"順元路","Shunyuan Rd."
"順天街","Shuntian St."
"順天路","Shuntian Rd."
"順平一街","Shunping 1st St."
"順平二街","Shunping 2nd St."
"順平三街","Shunping 3rd St."
"順平巷","Shunping Ln."
"順平厝","Shunpingcuo"
"順平路","Shunping Rd."
"順圳巷","Shunzun Ln."
"順安街","Shun'an St."
"順安路","Shun'an Rd."
"順帆一街","Shunfan 1st St."
"順帆七街","Shunfan 7th St."
"順帆九街","Shunfan 9th St."
"順帆十一街","Shunfan 11th St."
"順帆十三街","Shunfan 13th St."
"順帆三街","Shunfan 3rd St."
"順帆五街","Shunfan 5th St."
"順帆北路","Shunfan N. Rd."
"順帆路","Shunfan Rd."
"順利一街","Shunli 1st St."
"順利二街","Shunli 2nd St."
"順利路","Shunli Rd."
"順那","Shunna"
"順和一街","Shunhe 1st St."
"順和七街","Shunhe 7th St."
"順和九街","Shunhe 9th St."
"順和二街","Shunhe 2nd St."
"順和八街","Shunhe 8th St."
"順和三街","Shunhe 3rd St."
"順和五街","Shunhe 5th St."
"順和六街","Shunhe 6th St."
"順和四街","Shunhe 4th St."
"順和路","Shunhe Rd."
"順昌街","Shunchang St."
"順風路","Shunfong Rd."
"順時埔","Shunshihpu"
"順港路","Shungang Rd."
"順溪北路一段","Sec. 1, Shunsi N. Rd."
"順溪北路二段","Sec. 2, Shunsi N. Rd."
"順溪南路一段","Sec. 1, Shunsi S. Rd."
"順溪南路二段","Sec. 2, Shunsi S. Rd."
"順溪南路三段","Sec. 3, Shunsi S. Rd."
"順漁路","Shunyu Rd."
"順德街","Shunde St."
"順興","Shunsing"
"順興一路","Shunsing 1st Rd."
"順興七街","Shunsing 7th St."
"順興二路","Shunsing 2nd Rd."
"順興三街","Shunsing 3rd St."
"順興五街","Shunsing 5th St."
"順興六街","Shunsing 6th St."
"順興街","Shunsing St."
"順興路","Shunsing Rd."
"順應巷","Shunying Ln."
"順寶巷","Shunbao Ln."
"飯店","Fandian"
"黃心寮","Huangsinliao"
"黃泥塘","Huangnitang"
"黃金路","Huangjin Rd."
"黃帝街","Huangdi St."
"黃厝","Huangcuo"
"黃厝巷","Huangcuo Ln."
"黃厝街","Huangcuo St."
"黃厝新路","Huangcuosin Rd."
"黃厝路","Huangcuo Rd."
"黃埔七村","Huangpu 7th Vil."
"黃埔七村特一巷","Te 1st Ln., Huangpu 7th Vil."
"黃埔二村","Huangpu 2nd Vil."
"黃埔二村西一巷","W. 1st Ln., Huangpu 2nd Vil."
"黃埔二村西二巷","W. 2nd Ln., Huangpu 2nd Vil."
"黃埔二村西五巷","W. 5th Ln., Huangpu 2nd Vil."
"黃埔二村東四巷","E. 4th Ln., Huangpu 2nd Vil."
"黃埔三村","Huangpu 3rd Vil."
"黃埔五村","Huangpu 5th Vil."
"黃埔六村","Huangpu 6th Vil."
"黃埔四村","Huangpu 4th Vil."
"黃埔街","Huangpu St."
"黃埔新村","Huangpu New Village"
"黃埔新村西一巷","W. 1st Ln., Huangpu New Village"
"黃埔新村西二巷","W. 2nd Ln., Huangpu New Village"
"黃埔新村西三巷","W. 3rd Ln., Huangpu New Village"
"黃埔新村西五巷","W. 5th Ln., Huangpu New Village"
"黃埔新村西六巷","W. 6th Ln., Huangpu New Village"
"黃埔新村西四巷","W. 4th Ln., Huangpu New Village"
"黃埔新村東一巷","E. 1st Ln., Huangpu New Village"
"黃埔新村東一橫巷","E. 1st Side Ln., Huangpu New Village"
"黃埔新村東二巷","E. 2nd Ln., Huangpu New Village"
"黃埔新村東二橫巷","E. 2nd Side Ln., Huangpu New Village"
"黃埔新村東三巷","E. 3rd Ln., Huangpu New Village"
"黃埔新村東五巷","E. 5th Ln., Huangpu New Village"
"黃埔新村東六巷","E. 6th Ln., Huangpu New Village"
"黃埔新村東四巷","E. 4th Ln., Huangpu New Village"
"黃埔新村國校巷","Guosiao Ln., Huangpu New Village"
"黃埔路","Huangpu Rd."
"黃海街","Huanghai St."
"黃海路","Huanghai Rd."
"黃梨園","Huangliyuan"
"黃興街","Huangsing St."
"黃興路","Huangsing Rd."
"黃舉皮寮","Huangjyupiliao"
"黑帽巷","Heimao Ln."
"𡍼墩巷","Tudun Ln."
"傳廣路","Chuanguang Rd."
"傳藝路一段","Sec. 1, Chuanyi Rd."
"傳藝路二段","Sec. 2, Chuanyi Rd."
"傳藝路三段","Sec. 3, Chuanyi Rd."
"僅那鹿角","Jinna Lujiao"
"勢林街","Shihlin St."
"勤英路","Cinying Rd."
"勤富街","Cinfu St."
"勤進路","Cinjin Rd."
"勤儉街","Cinjian St."
"勤興街","Cinsing St."
"園一街","Yuan 1st St."
"園七街","Yuan 7th St."
"園九街","Yuan 9th St."
"園二街","Yuan 2nd St."
"園八街","Yuan 8th St."
"園十街","Yuan 10th St."
"園三街","Yuan 3rd St."
"園子","Yuanzih"
"園中街","Yuanzhong St."
"園中路","Yuanzhong Rd."
"園五街","Yuan 5th St."
"園六街","Yuan 6th St."
"園北路","Yuanbei Rd."
"園四街","Yuan 4th St."
"園西一路","Yuansi 1st Rd."
"園西二路","Yuansi 2nd Rd."
"園西街","Yuansi St."
"園東一街","Yuandong 1st St."
"園東二街","Yuandong 2nd St."
"園東街","Yuandong St."
"園林大街","Yuanlinda St."
"園南一路","Yuannan 1st Rd."
"園南二路","Yuannan 2nd Rd."
"園南三路","Yuannan 3rd Rd."
